samples,PMARE,R2,NSE,MAE,nMAE,MeanO,MedO,sdO,MeanP,MedP,sdP,nSD,Bias,cBias,pred1,pred2
6272,385.1810277860617,0.36021503564335683,0.3486522759898715,43.18691760254309,0.45746014102124827,70.13424634630444,33.58437,94.40585906813929,66.41786610782282,40.15153879416514,66.10707079553869,0.7002433053209611,-3.716380238481615,100,1,1
